id,age,gender,race,education,income,y
809,56,Female,White,Under College,"$20,000 to $74,999",Internet
810,59,Female,White,College and above,"$75,000 or more",Internet
812,74,Male,White,College and above,"$20,000 to $74,999",Doctor
813,57,Female,White,College and above,"$75,000 or more",Internet
814,60,Male,White,Under College,"$75,000 or more",Internet
815,49,Male,White,College and above,"$75,000 or more",Internet
816,54,Female,White,College and above,"$75,000 or more",Internet
819,62,Female,White,Under College,"$20,000 to $74,999",Internet
821,64,Male,White,Under College,"$75,000 or more",Others
822,58,Male,White,College and above,"$75,000 or more",Internet
823,61,Female,White,Under College,"$75,000 or more",Internet
824,52,Female,White,Under College,"$75,000 or more",Internet
827,69,Male,White,Under College,"$20,000 to $74,999",Internet
828,64,Female,White,College and above,"$75,000 or more",Internet
831,74,Female,White,College and above,"$20,000 to $74,999",Doctor
832,51,Female,Others,College and above,"$75,000 or more",Internet
833,62,Female,White,College and above,"$20,000 to $74,999",Others
835,46,Female,White,College and above,"$75,000 or more",Internet
836,69,Male,White,College and above,"$75,000 or more",Internet
837,33,Female,White,Under College,"$20,000 to $74,999",Internet
840,62,Male,White,Under College,"$20,000 to $74,999",Internet
841,60,Female,White,College and above,"$75,000 or more",Internet
842,67,Female,White,Under College,"$20,000 to $74,999",Internet
843,70,Male,White,College and above,"$20,000 to $74,999",Internet
844,68,Female,White,Under College,"$20,000 to $74,999",Doctor
845,52,Female,White,College and above,"$75,000 or more",Others
848,68,Female,White,College and above,"$20,000 to $74,999",Internet
849,55,Female,White,College and above,"$75,000 or more",Internet
850,39,Male,White,College and above,"$20,000 to $74,999",Doctor
852,66,Male,Others,Under College,"$20,000 to $74,999",Doctor
853,37,Male,Others,College and above,"$75,000 or more",Internet
855,59,Male,White,College and above,"$20,000 to $74,999",Internet
856,54,Male,White,College and above,"$0 to $19,999",Internet
861,81,Male,White,College and above,"$75,000 or more",Others
862,64,Female,White,College and above,"$20,000 to $74,999",Internet
863,63,Female,White,College and above,"$75,000 or more",Internet
864,35,Male,White,College and above,"$75,000 or more",Internet
867,39,Male,Others,College and above,"$75,000 or more",Internet
868,70,Male,White,College and above,"$75,000 or more",Others
869,43,Female,White,College and above,"$20,000 to $74,999",Doctor
874,51,Male,Others,Under College,"$75,000 or more",Internet
875,32,Female,White,Under College,"$20,000 to $74,999",Doctor
876,58,Female,White,Under College,"$0 to $19,999",Internet
877,78,Female,White,Under College,"$20,000 to $74,999",Internet
878,52,Female,Others,Under College,"$0 to $19,999",Internet
879,75,Female,White,Under College,"$20,000 to $74,999",Others
881,64,Male,White,College and above,"$20,000 to $74,999",Others
882,64,Female,White,Under College,"$75,000 or more",Internet
883,79,Female,White,College and above,"$20,000 to $74,999",Internet
885,63,Male,White,College and above,"$75,000 or more",Internet
889,62,Female,White,College and above,"$20,000 to $74,999",Internet
892,66,Male,White,College and above,"$20,000 to $74,999",Internet
896,78,Female,White,College and above,"$0 to $19,999",Doctor
897,54,Female,White,Under College,"$75,000 or more",Internet
899,60,Female,White,Under College,"$0 to $19,999",Internet
900,78,Male,White,Under College,"$20,000 to $74,999",Internet
901,58,Female,White,College and above,"$20,000 to $74,999",Internet
903,65,Female,White,Under College,"$20,000 to $74,999",Others
904,62,Female,White,Under College,"$20,000 to $74,999",Internet
905,43,Female,White,Under College,"$20,000 to $74,999",Doctor
906,80,Male,White,Under College,"$75,000 or more",Internet
909,34,Female,White,College and above,"$20,000 to $74,999",Internet
910,58,Female,White,College and above,"$75,000 or more",Doctor
911,72,Female,White,Under College,"$0 to $19,999",Doctor
912,69,Male,White,Under College,"$20,000 to $74,999",Doctor
913,79,Male,White,Under College,"$20,000 to $74,999",Doctor
915,74,Male,White,Under College,"$20,000 to $74,999",Internet
916,29,Male,White,College and above,"$20,000 to $74,999",Internet
919,35,Female,White,College and above,"$20,000 to $74,999",Internet
920,48,Female,White,College and above,"$20,000 to $74,999",Internet
922,48,Female,White,College and above,"$20,000 to $74,999",Internet
923,75,Male,White,Under College,"$20,000 to $74,999",Internet
924,51,Male,White,Under College,"$75,000 or more",Internet
925,25,Female,White,College and above,"$20,000 to $74,999",Internet
926,29,Female,Others,Under College,"$0 to $19,999",Internet
928,62,Female,Others,College and above,"$20,000 to $74,999",Internet
930,77,Male,White,College and above,"$75,000 or more",Internet
932,77,Male,White,College and above,"$75,000 or more",Doctor
933,53,Female,White,College and above,"$75,000 or more",Doctor
934,32,Female,White,College and above,"$75,000 or more",Others
935,33,Male,White,Under College,"$20,000 to $74,999",Internet
937,61,Male,White,College and above,"$0 to $19,999",Internet
938,63,Male,White,College and above,"$75,000 or more",Internet
939,55,Male,White,College and above,"$75,000 or more",Internet
940,65,Male,White,College and above,"$75,000 or more",Internet
942,48,Female,White,College and above,"$20,000 to $74,999",Internet
943,61,Male,White,College and above,"$20,000 to $74,999",Doctor
945,42,Female,White,College and above,"$20,000 to $74,999",Internet
946,61,Female,White,College and above,"$20,000 to $74,999",Internet
947,55,Female,White,Under College,"$20,000 to $74,999",Doctor
948,44,Male,White,College and above,"$75,000 or more",Internet
949,66,Male,White,Under College,"$20,000 to $74,999",Internet
950,44,Female,White,College and above,"$75,000 or more",Internet
951,57,Male,White,Under College,"$75,000 or more",Internet
954,66,Female,White,Under College,"$20,000 to $74,999",Doctor
956,51,Female,Others,Under College,"$0 to $19,999",Others
957,61,Female,White,College and above,"$20,000 to $74,999",Internet
958,62,Male,White,College and above,"$0 to $19,999",Doctor
959,50,Male,White,Under College,"$75,000 or more",Internet
961,67,Male,White,Under College,"$75,000 or more",Internet
969,64,Female,White,Under College,"$0 to $19,999",Doctor
970,101,Female,Others,Under College,"$0 to $19,999",Others
972,64,Male,White,Under College,"$20,000 to $74,999",Doctor
973,66,Female,White,Under College,"$20,000 to $74,999",Internet
974,60,Female,White,Under College,"$0 to $19,999",Internet
975,64,Female,White,College and above,"$20,000 to $74,999",Doctor
976,44,Female,Others,College and above,"$20,000 to $74,999",Internet
977,69,Female,White,Under College,"$20,000 to $74,999",Doctor
980,65,Male,White,Under College,"$20,000 to $74,999",Internet
981,48,Male,White,College and above,"$75,000 or more",Internet
982,57,Male,White,Under College,"$20,000 to $74,999",Internet
985,69,Female,White,College and above,"$75,000 or more",Others
986,68,Male,White,College and above,"$75,000 or more",Internet
987,27,Female,White,College and above,"$75,000 or more",Internet
988,60,Female,White,College and above,"$75,000 or more",Internet
991,50,Male,Others,Under College,"$0 to $19,999",Internet
992,63,Male,White,Under College,"$0 to $19,999",Others
993,45,Male,White,College and above,"$75,000 or more",Internet
994,71,Female,White,Under College,"$0 to $19,999",Doctor
995,30,Female,White,College and above,"$20,000 to $74,999",Internet
997,56,Female,White,College and above,"$75,000 or more",Internet
998,54,Male,White,Under College,"$20,000 to $74,999",Internet
999,47,Female,White,College and above,"$75,000 or more",Internet
1001,60,Male,White,Under College,"$75,000 or more",Internet
1002,51,Female,Others,College and above,"$20,000 to $74,999",Internet
1003,46,Female,White,Under College,"$75,000 or more",Internet
1004,69,Male,Others,College and above,"$75,000 or more",Internet
1006,57,Female,White,Under College,"$20,000 to $74,999",Internet
1007,34,Female,White,College and above,"$75,000 or more",Internet
1009,36,Female,White,College and above,"$75,000 or more",Internet
1010,50,Male,White,Under College,"$20,000 to $74,999",Internet
1013,46,Female,White,College and above,"$20,000 to $74,999",Others
1016,44,Female,White,College and above,"$75,000 or more",Internet
1018,48,Female,White,Under College,"$20,000 to $74,999",Internet
1019,53,Male,White,College and above,"$75,000 or more",Internet
1021,39,Female,White,College and above,"$75,000 or more",Internet
1023,46,Female,White,College and above,"$75,000 or more",Internet
1025,24,Male,White,College and above,"$20,000 to $74,999",Internet
1027,57,Female,White,College and above,"$75,000 or more",Internet
1032,74,Male,White,Under College,"$0 to $19,999",Internet
1034,51,Female,White,Under College,"$75,000 or more",Internet
1035,80,Female,White,Under College,"$20,000 to $74,999",Others
1036,63,Female,White,College and above,"$20,000 to $74,999",Internet
1037,36,Male,White,Under College,"$20,000 to $74,999",Internet
1038,37,Male,White,Under College,"$20,000 to $74,999",Others
1042,46,Female,White,College and above,"$20,000 to $74,999",Internet
1043,80,Male,White,Under College,"$20,000 to $74,999",Internet
1044,48,Female,White,Under College,"$20,000 to $74,999",Doctor
1045,28,Female,White,College and above,"$75,000 or more",Internet
1046,37,Male,White,Under College,"$20,000 to $74,999",Internet
1048,31,Female,White,College and above,"$75,000 or more",Internet
1049,64,Female,White,College and above,"$75,000 or more",Internet
1050,30,Female,White,College and above,"$20,000 to $74,999",Internet
1051,61,Female,White,Under College,"$75,000 or more",Internet
1055,48,Female,White,Under College,"$20,000 to $74,999",Internet
1057,58,Female,White,College and above,"$20,000 to $74,999",Internet
1058,35,Male,White,College and above,"$75,000 or more",Internet
1059,54,Male,White,College and above,"$75,000 or more",Internet
1060,62,Female,White,College and above,"$20,000 to $74,999",Others
1061,30,Male,White,Under College,"$0 to $19,999",Internet
1062,31,Female,White,College and above,"$75,000 or more",Internet
1063,70,Female,White,Under College,"$20,000 to $74,999",Doctor
1065,61,Female,White,Under College,"$20,000 to $74,999",Internet
1068,63,Male,Others,College and above,"$20,000 to $74,999",Others
1069,60,Male,White,Under College,"$20,000 to $74,999",Internet
1070,28,Female,White,College and above,"$75,000 or more",Internet
1073,36,Male,White,Under College,"$75,000 or more",Internet
1075,64,Male,White,Under College,"$20,000 to $74,999",Internet
1076,46,Female,White,College and above,"$75,000 or more",Internet
1079,32,Male,White,College and above,"$20,000 to $74,999",Internet
1080,34,Male,White,Under College,"$20,000 to $74,999",Internet
1081,47,Female,White,College and above,"$20,000 to $74,999",Internet
1082,56,Male,White,Under College,"$20,000 to $74,999",Internet
1088,47,Female,White,College and above,"$75,000 or more",Internet
1089,59,Male,White,College and above,"$20,000 to $74,999",Internet
1093,51,Female,White,College and above,"$75,000 or more",Internet
1094,25,Female,White,College and above,"$20,000 to $74,999",Internet
1095,24,Female,White,College and above,"$20,000 to $74,999",Internet
1096,60,Male,White,Under College,"$20,000 to $74,999",Others
1097,77,Female,White,Under College,"$20,000 to $74,999",Internet
1099,63,Female,White,College and above,"$20,000 to $74,999",Doctor
1100,65,Female,Others,College and above,"$0 to $19,999",Others
1101,55,Male,White,Under College,"$20,000 to $74,999",Internet
1103,59,Female,White,Under College,"$0 to $19,999",Doctor
1105,63,Male,White,Under College,"$20,000 to $74,999",Internet
1106,65,Female,White,Under College,"$0 to $19,999",Others
1107,68,Male,White,Under College,"$20,000 to $74,999",Others
1110,98,Male,White,College and above,"$20,000 to $74,999",Internet
1112,66,Female,White,Under College,"$20,000 to $74,999",Internet
1113,66,Female,White,Under College,"$20,000 to $74,999",Others
1114,67,Male,Others,College and above,"$75,000 or more",Internet
1116,57,Male,White,Under College,"$75,000 or more",Internet
1121,56,Male,White,Under College,"$20,000 to $74,999",Doctor
1124,61,Female,White,College and above,"$75,000 or more",Internet
1125,63,Female,White,College and above,"$0 to $19,999",Internet
1126,74,Female,White,Under College,"$20,000 to $74,999",Internet
1127,40,Male,White,College and above,"$20,000 to $74,999",Internet
1130,61,Male,Others,Under College,"$75,000 or more",Internet
1132,54,Female,Others,Under College,"$20,000 to $74,999",Internet
1134,70,Male,White,Under College,"$20,000 to $74,999",Internet
1137,63,Female,White,Under College,"$20,000 to $74,999",Internet
1139,61,Male,White,Under College,"$20,000 to $74,999",Internet
1142,51,Male,White,Under College,"$20,000 to $74,999",Internet
1143,41,Female,White,Under College,"$75,000 or more",Internet
1145,71,Female,White,Under College,"$0 to $19,999",Doctor
1150,89,Female,White,Under College,"$0 to $19,999",Doctor
1152,86,Female,White,Under College,"$0 to $19,999",Others
1156,56,Female,White,Under College,"$75,000 or more",Internet
1157,65,Male,White,College and above,"$20,000 to $74,999",Internet
1158,80,Male,White,College and above,"$75,000 or more",Doctor
1161,21,Male,White,College and above,"$0 to $19,999",Internet
1163,60,Female,White,Under College,"$75,000 or more",Internet
1165,62,Female,White,College and above,"$75,000 or more",Internet
1167,50,Male,White,College and above,"$75,000 or more",Internet
1168,60,Female,White,Under College,"$75,000 or more",Doctor
1169,28,Female,Others,College and above,"$20,000 to $74,999",Internet
1178,36,Female,Others,College and above,"$75,000 or more",Internet
1179,74,Female,White,Under College,"$0 to $19,999",Internet
1181,56,Female,White,Under College,"$75,000 or more",Internet
1182,27,Female,White,Under College,"$0 to $19,999",Internet
1183,36,Male,Others,College and above,"$75,000 or more",Internet
1184,72,Male,White,Under College,"$20,000 to $74,999",Doctor
1185,55,Male,White,College and above,"$75,000 or more",Internet
1186,39,Male,White,Under College,"$20,000 to $74,999",Internet
1187,53,Female,White,College and above,"$75,000 or more",Internet
1189,60,Female,White,College and above,"$20,000 to $74,999",Internet
1192,75,Female,White,College and above,"$20,000 to $74,999",Internet
1193,65,Male,White,Under College,"$0 to $19,999",Others
1196,75,Female,White,College and above,"$20,000 to $74,999",Internet
1197,36,Female,White,Under College,"$20,000 to $74,999",Internet
1198,35,Male,White,College and above,"$20,000 to $74,999",Internet
1199,27,Female,White,College and above,"$20,000 to $74,999",Internet
1200,67,Male,White,College and above,"$20,000 to $74,999",Internet
1201,45,Female,White,College and above,"$75,000 or more",Internet
1203,55,Female,White,College and above,"$75,000 or more",Internet
1204,35,Female,White,Under College,"$0 to $19,999",Others
1205,70,Male,White,Under College,"$20,000 to $74,999",Internet
1206,38,Female,White,College and above,"$75,000 or more",Internet
1209,36,Female,White,College and above,"$20,000 to $74,999",Others
1211,71,Female,White,Under College,"$20,000 to $74,999",Internet
1212,76,Male,White,College and above,"$20,000 to $74,999",Others
1213,65,Female,White,College and above,"$75,000 or more",Internet
1214,36,Female,White,Under College,"$0 to $19,999",Internet
1222,67,Female,White,Under College,"$75,000 or more",Internet
1223,72,Female,White,College and above,"$75,000 or more",Others
1225,64,Male,White,Under College,"$20,000 to $74,999",Internet
1227,51,Male,White,College and above,"$75,000 or more",Internet
1230,54,Female,White,College and above,"$75,000 or more",Internet
1232,65,Female,White,College and above,"$75,000 or more",Internet
1233,28,Female,White,College and above,"$75,000 or more",Doctor
1234,69,Female,White,Under College,"$0 to $19,999",Others
1236,42,Male,White,College and above,"$75,000 or more",Internet
1237,87,Male,White,College and above,"$75,000 or more",Internet
1238,32,Female,White,Under College,"$75,000 or more",Internet
1239,66,Female,White,Under College,"$20,000 to $74,999",Internet
1241,54,Male,Others,College and above,"$20,000 to $74,999",Internet
1242,67,Male,White,College and above,"$75,000 or more",Doctor
1245,65,Male,White,College and above,"$0 to $19,999",Others
1247,65,Male,White,Under College,"$75,000 or more",Doctor
1249,54,Female,White,Under College,"$20,000 to $74,999",Internet
1250,59,Male,White,Under College,"$20,000 to $74,999",Internet
1251,68,Male,White,College and above,"$20,000 to $74,999",Doctor
1254,56,Male,White,Under College,"$20,000 to $74,999",Internet
1255,54,Male,White,College and above,"$75,000 or more",Others
1256,70,Female,White,College and above,"$20,000 to $74,999",Internet
1257,32,Female,White,College and above,"$20,000 to $74,999",Internet
1258,62,Female,White,Under College,"$20,000 to $74,999",Internet
1259,33,Female,White,Under College,"$20,000 to $74,999",Internet
1260,41,Male,White,College and above,"$75,000 or more",Internet
1261,43,Male,White,College and above,"$75,000 or more",Internet
1262,56,Male,White,Under College,"$75,000 or more",Internet
1265,43,Male,White,College and above,"$75,000 or more",Internet
1266,46,Female,White,Under College,"$0 to $19,999",Internet
1267,64,Female,White,Under College,"$75,000 or more",Internet
1268,63,Female,White,College and above,"$20,000 to $74,999",Internet
1269,74,Female,White,College and above,"$0 to $19,999",Others
1270,74,Female,White,College and above,"$20,000 to $74,999",Internet
1271,25,Female,White,Under College,"$20,000 to $74,999",Others
1273,50,Female,White,College and above,"$20,000 to $74,999",Internet
1274,53,Male,White,Under College,"$75,000 or more",Others
1275,69,Male,White,College and above,"$20,000 to $74,999",Internet
1279,75,Female,White,Under College,"$0 to $19,999",Internet
1280,33,Female,White,College and above,"$75,000 or more",Internet
1283,59,Female,White,College and above,"$75,000 or more",Internet
1284,32,Female,Others,College and above,"$75,000 or more",Internet
1285,75,Male,White,College and above,"$75,000 or more",Internet
1287,58,Male,White,Under College,"$20,000 to $74,999",Internet
1288,61,Female,White,Under College,"$20,000 to $74,999",Internet
1292,71,Male,White,Under College,"$20,000 to $74,999",Others
1295,46,Female,White,College and above,"$75,000 or more",Internet
1296,58,Male,White,Under College,"$20,000 to $74,999",Internet
1298,67,Male,White,Under College,"$20,000 to $74,999",Doctor
1299,54,Male,White,College and above,"$20,000 to $74,999",Internet
1302,39,Male,White,College and above,"$20,000 to $74,999",Internet
1304,59,Female,White,College and above,"$75,000 or more",Doctor
1305,46,Female,White,College and above,"$75,000 or more",Internet
1306,62,Female,White,Under College,"$20,000 to $74,999",Internet
1308,56,Male,Others,College and above,"$20,000 to $74,999",Others
1310,36,Female,White,Under College,"$20,000 to $74,999",Internet
1311,31,Male,White,College and above,"$20,000 to $74,999",Internet
1312,71,Male,Others,College and above,"$0 to $19,999",Others
1314,39,Male,White,College and above,"$75,000 or more",Internet
1315,68,Female,White,Under College,"$75,000 or more",Internet
1316,36,Female,White,Under College,"$75,000 or more",Internet
1317,69,Female,White,College and above,"$75,000 or more",Internet
1318,30,Female,Others,College and above,"$20,000 to $74,999",Internet
1319,34,Male,White,College and above,"$75,000 or more",Internet
1321,34,Female,White,College and above,"$75,000 or more",Internet
1323,28,Male,White,College and above,"$75,000 or more",Internet
1328,41,Female,White,College and above,"$75,000 or more",Internet
1329,59,Male,Others,College and above,"$75,000 or more",Internet
1331,47,Female,White,College and above,"$75,000 or more",Internet
1334,44,Male,White,College and above,"$75,000 or more",Internet
1335,43,Female,White,College and above,"$75,000 or more",Internet
1338,61,Female,White,Under College,"$75,000 or more",Internet
1339,53,Male,White,Under College,"$20,000 to $74,999",Internet
1341,39,Female,White,College and above,"$75,000 or more",Internet
1342,44,Female,White,College and above,"$75,000 or more",Internet
1344,65,Female,White,College and above,"$20,000 to $74,999",Internet
1345,60,Female,White,Under College,"$0 to $19,999",Doctor
1346,44,Female,White,Under College,"$75,000 or more",Internet
1348,56,Female,White,Under College,"$75,000 or more",Internet
1349,86,Female,White,College and above,"$20,000 to $74,999",Doctor
1352,77,Female,White,Under College,"$0 to $19,999",Others
1353,46,Male,White,College and above,"$75,000 or more",Internet
1354,54,Female,White,College and above,"$75,000 or more",Internet
1355,38,Female,White,Under College,"$75,000 or more",Internet
1358,85,Female,Others,College and above,"$20,000 to $74,999",Internet
1359,50,Female,Others,College and above,"$75,000 or more",Internet
1362,68,Male,White,Under College,"$75,000 or more",Internet
1364,66,Male,White,College and above,"$75,000 or more",Others
1365,59,Male,White,College and above,"$20,000 to $74,999",Internet
1366,40,Female,White,College and above,"$75,000 or more",Internet
1367,63,Male,White,College and above,"$75,000 or more",Internet
1369,27,Female,White,Under College,"$20,000 to $74,999",Internet
1371,41,Male,Others,College and above,"$75,000 or more",Internet
1372,45,Female,White,Under College,"$75,000 or more",Internet
1373,22,Female,White,College and above,"$0 to $19,999",Doctor
1374,38,Female,White,College and above,"$75,000 or more",Others
1375,40,Male,White,College and above,"$75,000 or more",Internet
1377,32,Female,White,College and above,"$20,000 to $74,999",Internet
1378,87,Male,White,College and above,"$75,000 or more",Others
1379,56,Female,White,College and above,"$0 to $19,999",Internet
1380,66,Female,White,College and above,"$75,000 or more",Internet
1381,52,Male,White,College and above,"$75,000 or more",Internet
1382,58,Female,White,Under College,"$75,000 or more",Internet
1383,25,Male,White,College and above,"$75,000 or more",Internet
1384,46,Female,White,College and above,"$20,000 to $74,999",Internet
1385,61,Female,Others,College and above,"$75,000 or more",Others
1386,73,Female,White,College and above,"$75,000 or more",Others
1387,61,Female,White,Under College,"$75,000 or more",Internet
1388,68,Male,White,College and above,"$20,000 to $74,999",Internet
1390,71,Male,White,Under College,"$75,000 or more",Others
1391,55,Female,White,Under College,"$75,000 or more",Internet
1392,65,Female,White,Under College,"$20,000 to $74,999",Internet
1393,62,Female,White,Under College,"$75,000 or more",Internet
1395,37,Female,White,College and above,"$75,000 or more",Internet
1397,32,Female,White,College and above,"$75,000 or more",Internet
1403,28,Female,White,College and above,"$20,000 to $74,999",Internet
1405,43,Female,White,College and above,"$20,000 to $74,999",Doctor
1408,73,Female,White,Under College,"$0 to $19,999",Internet
1409,73,Female,White,College and above,"$0 to $19,999",Internet
1411,48,Male,White,College and above,"$75,000 or more",Internet
1413,77,Female,White,Under College,"$20,000 to $74,999",Internet
1414,68,Female,White,College and above,"$75,000 or more",Internet
1415,45,Female,White,College and above,"$75,000 or more",Internet
1417,59,Male,White,Under College,"$75,000 or more",Doctor
1418,80,Male,White,Under College,"$20,000 to $74,999",Internet
1420,55,Female,Others,Under College,"$20,000 to $74,999",Internet
1421,79,Male,White,Under College,"$20,000 to $74,999",Doctor
1423,82,Male,White,College and above,"$20,000 to $74,999",Others
1424,67,Female,White,College and above,"$20,000 to $74,999",Doctor
1425,52,Male,White,College and above,"$75,000 or more",Internet
1426,52,Male,White,Under College,"$75,000 or more",Internet
1430,58,Male,White,College and above,"$75,000 or more",Internet
1432,57,Male,White,College and above,"$75,000 or more",Internet
1433,56,Male,White,Under College,"$75,000 or more",Internet
1435,54,Male,White,College and above,"$20,000 to $74,999",Internet
1436,44,Male,White,Under College,"$75,000 or more",Internet
1437,28,Female,Others,College and above,"$75,000 or more",Internet
1444,71,Male,White,Under College,"$20,000 to $74,999",Internet
1447,54,Female,White,Under College,"$20,000 to $74,999",Internet
1448,59,Male,White,College and above,"$20,000 to $74,999",Internet
1449,50,Male,White,College and above,"$75,000 or more",Internet
1450,67,Female,Others,Under College,"$0 to $19,999",Others
1451,35,Male,White,College and above,"$75,000 or more",Internet
1453,40,Male,White,College and above,"$75,000 or more",Internet
1454,77,Male,White,Under College,"$0 to $19,999",Others
1455,24,Female,Others,College and above,"$75,000 or more",Internet
1456,34,Female,White,College and above,"$75,000 or more",Internet
1458,58,Male,White,College and above,"$75,000 or more",Internet
1460,64,Female,White,College and above,"$75,000 or more",Internet
1461,53,Female,White,College and above,"$20,000 to $74,999",Internet
1465,51,Female,White,College and above,"$75,000 or more",Internet
1466,82,Male,Others,Under College,"$75,000 or more",Doctor
1470,49,Male,Others,College and above,"$75,000 or more",Internet
1473,36,Female,White,College and above,"$75,000 or more",Internet
1474,26,Female,White,College and above,"$20,000 to $74,999",Internet
1475,46,Female,White,Under College,"$20,000 to $74,999",Internet
1476,68,Female,White,College and above,"$20,000 to $74,999",Doctor
1477,56,Female,White,College and above,"$75,000 or more",Internet
1478,61,Male,White,Under College,"$75,000 or more",Doctor
1479,68,Female,White,College and above,"$75,000 or more",Internet
1480,60,Female,Others,College and above,"$20,000 to $74,999",Internet
1481,51,Female,White,College and above,"$75,000 or more",Internet
1483,58,Male,White,College and above,"$75,000 or more",Internet
1487,85,Male,White,College and above,"$20,000 to $74,999",Internet
1488,32,Female,White,College and above,"$20,000 to $74,999",Internet
1490,60,Male,White,College and above,"$75,000 or more",Internet
1491,70,Female,White,College and above,"$75,000 or more",Internet
1492,71,Male,White,Under College,"$0 to $19,999",Internet
1493,88,Male,White,Under College,"$75,000 or more",Internet
1498,42,Female,White,College and above,"$20,000 to $74,999",Internet
1500,67,Male,White,Under College,"$75,000 or more",Internet
1501,82,Female,White,Under College,"$75,000 or more",Internet
1504,42,Female,White,Under College,"$20,000 to $74,999",Others
1506,53,Female,White,Under College,"$75,000 or more",Internet
1508,63,Female,White,Under College,"$20,000 to $74,999",Internet
1509,57,Male,Others,College and above,"$75,000 or more",Internet
1510,47,Male,White,Under College,"$75,000 or more",Doctor
1512,59,Female,White,College and above,"$75,000 or more",Internet
1516,36,Male,Others,College and above,"$75,000 or more",Internet
1518,64,Female,Others,College and above,"$20,000 to $74,999",Internet
1521,70,Female,White,Under College,"$20,000 to $74,999",Doctor
1523,58,Female,Others,Under College,"$20,000 to $74,999",Internet
1524,31,Male,White,College and above,"$20,000 to $74,999",Internet
1526,80,Female,White,Under College,"$20,000 to $74,999",Doctor
1527,84,Male,White,Under College,"$20,000 to $74,999",Others
1528,40,Female,Others,College and above,"$0 to $19,999",Internet
1529,48,Male,White,College and above,"$75,000 or more",Internet
1532,31,Female,White,College and above,"$75,000 or more",Internet
1533,27,Male,White,College and above,"$75,000 or more",Internet
1534,45,Female,White,College and above,"$20,000 to $74,999",Internet
1536,66,Male,White,Under College,"$75,000 or more",Internet
1537,31,Female,White,College and above,"$20,000 to $74,999",Internet
1538,81,Male,Others,Under College,"$20,000 to $74,999",Others
1540,33,Female,White,Under College,"$20,000 to $74,999",Internet
1542,47,Female,Others,College and above,"$75,000 or more",Internet
1544,65,Female,White,College and above,"$75,000 or more",Internet
1548,31,Male,White,College and above,"$20,000 to $74,999",Internet
1550,65,Male,White,Under College,"$75,000 or more",Doctor
1552,57,Male,White,Under College,"$75,000 or more",Doctor
1554,75,Female,White,Under College,"$20,000 to $74,999",Doctor
1555,95,Male,White,Under College,"$20,000 to $74,999",Doctor
1557,52,Female,White,College and above,"$20,000 to $74,999",Internet
1558,43,Male,White,College and above,"$75,000 or more",Internet
1559,73,Male,White,Under College,"$75,000 or more",Doctor
1560,74,Male,White,College and above,"$75,000 or more",Internet
1563,76,Male,Others,College and above,"$20,000 to $74,999",Internet
1564,42,Male,White,Under College,"$20,000 to $74,999",Internet
1565,68,Male,White,Under College,"$75,000 or more",Doctor
1566,82,Female,Others,Under College,"$20,000 to $74,999",Others
1575,41,Female,Others,Under College,"$20,000 to $74,999",Others
1576,69,Male,Others,Under College,"$20,000 to $74,999",Others
1577,53,Male,White,College and above,"$75,000 or more",Internet
1579,71,Male,White,College and above,"$20,000 to $74,999",Others
1581,53,Female,White,Under College,"$75,000 or more",Internet
1584,25,Female,Others,College and above,"$20,000 to $74,999",Internet
1586,24,Male,White,Under College,"$20,000 to $74,999",Internet
1589,68,Male,White,Under College,"$20,000 to $74,999",Internet
1590,74,Female,White,Under College,"$20,000 to $74,999",Doctor
1591,80,Female,White,Under College,"$20,000 to $74,999",Doctor
1592,27,Female,White,College and above,"$20,000 to $74,999",Internet
1597,69,Male,White,College and above,"$75,000 or more",Internet
1599,39,Male,Others,College and above,"$75,000 or more",Internet
1600,49,Male,Others,College and above,"$20,000 to $74,999",Internet
1603,29,Male,Others,Under College,"$75,000 or more",Internet
1605,59,Male,Others,Under College,"$20,000 to $74,999",Internet
1606,59,Male,White,Under College,"$75,000 or more",Internet
1607,92,Female,White,Under College,"$0 to $19,999",Doctor
1611,71,Female,White,College and above,"$75,000 or more",Internet
1613,56,Male,White,College and above,"$20,000 to $74,999",Internet
1614,31,Female,Others,Under College,"$20,000 to $74,999",Internet
1615,69,Female,White,Under College,"$0 to $19,999",Others
1616,32,Female,White,College and above,"$20,000 to $74,999",Internet
1618,90,Female,Others,Under College,"$0 to $19,999",Doctor
1623,35,Female,White,College and above,"$75,000 or more",Doctor
1626,66,Female,Others,Under College,"$0 to $19,999",Internet
1627,58,Female,White,College and above,"$75,000 or more",Internet
1632,53,Male,White,Under College,"$75,000 or more",Internet
1634,59,Female,Others,Under College,"$20,000 to $74,999",Internet
1635,56,Female,Others,College and above,"$20,000 to $74,999",Others
1639,28,Female,White,College and above,"$20,000 to $74,999",Internet
1642,41,Female,White,College and above,"$75,000 or more",Internet
1644,29,Female,Others,College and above,"$75,000 or more",Doctor
1645,73,Male,White,College and above,"$75,000 or more",Doctor
1649,68,Female,White,Under College,"$20,000 to $74,999",Internet
1654,35,Female,Others,College and above,"$20,000 to $74,999",Internet
1655,52,Male,White,College and above,"$0 to $19,999",Internet
1656,51,Male,Others,Under College,"$0 to $19,999",Others
1657,68,Female,White,Under College,"$20,000 to $74,999",Internet
1660,71,Male,White,Under College,"$75,000 or more",Internet
1661,41,Female,Others,College and above,"$20,000 to $74,999",Internet
